customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,NumOfInternetService
3143-ILDAL,Male,No,No,No,long,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,>66,>2500,Yes,3
1022-RKXDR,Female,No,No,No,long,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,<36,800~2500,No,0
2361-FJWNO,Male,No,No,No,long,No,No,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),<36,800~2500,No,2
2272-UOINI,Female,No,No,No,short,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,>66,<800,No,5
8232-UTFOZ,Male,No,No,No,long,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),<36,800~2500,No,0
3750-YHRYO,Male,No,Yes,Yes,short,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,<36,<800,No,0
6637-KYRCV,Female,No,Yes,Yes,short,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,<36,<800,No,1
5668-MEISB,Female,No,Yes,Yes,long,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),>66,>2500,No,5
0129-QMPDR,Male,No,Yes,Yes,long,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),<36,800~2500,No,0
7188-CBBBA,Female,No,No,No,long,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,>66,>2500,No,3
5356-CSVSQ,Female,No,No,No,short,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,50~66,<800,No,2
3221-CJMSG,Male,No,No,No,long,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50~66,800~2500,No,1
4720-VSTSI,Female,No,No,No,long,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),>66,>2500,Yes,2
3219-JQRSL,Female,Yes,Yes,No,long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),>66,>2500,No,6
2801-NISEI,Male,No,No,No,long,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,50~66,800~2500,No,2
3946-MHCZW,Male,No,No,No,short,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50~66,<800,Yes,1
4623-ZKHLY,Male,No,Yes,No,long,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),<36,<800,No,0
6732-VAILE,Male,No,Yes,Yes,long,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),>66,>2500,No,5
8201-AAXCB,Male,No,Yes,Yes,long,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,50~66,800~2500,No,1
7696-CFTAT,Male,No,Yes,Yes,long,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),<36,<800,No,0
1845-CSBRZ,Female,Yes,Yes,Yes,long,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),>66,800~2500,No,1
2123-VSCOT,Female,No,Yes,Yes,long,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),>66,>2500,No,3
6651-AZVTJ,Male,No,Yes,Yes,long,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,>66,>2500,Yes,3
4566-GOLUK,Male,No,Yes,Yes,long,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),>66,>2500,Yes,4
2484-DGXPZ,Female,No,Yes,Yes,long,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,<36,<800,Yes,0
2018-QKYGT,Male,No,Yes,Yes,short,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,>66,<800,No,1
2792-VPPET,Male,No,No,No,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,<36,<800,No,0
7409-JURKQ,Female,No,Yes,No,long,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),>66,>2500,No,5
3247-MHJKM,Male,No,No,No,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,<36,<800,No,0
1964-SVLEA,Male,No,No,No,short,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,<36,<800,No,0
4587-NUKOX,Female,No,No,No,short,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,>66,<800,Yes,2
7297-DVYGA,Female,No,No,No,long,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),<36,800~2500,No,0
2239-CGBUZ,Female,No,Yes,No,long,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),50~66,>2500,No,3
0854-UYHZD,Female,No,Yes,Yes,short,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,<36,<800,No,0
7243-LCGGZ,Female,No,No,No,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,<36,<800,No,0
8267-KFGYD,Male,No,No,Yes,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,<36,<800,No,0
4890-VMUAV,Male,No,No,No,long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,>66,>2500,No,4
9261-WDCAF,Male,No,No,No,short,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,50~66,<800,No,1
3764-MNMOI,Male,No,No,No,long,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),<36,800~2500,No,0
7442-YGZFK,Male,No,No,No,short,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),36~50,<800,No,0
0420-BWTPW,Male,No,No,Yes,short,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,<36,<800,Yes,0
8229-BUJHX,Female,No,Yes,Yes,long,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),<36,800~2500,No,0
7449-HVPIV,Male,No,Yes,Yes,long,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),>66,>2500,No,2
5504-WSIUR,Female,No,No,No,long,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),>66,>2500,No,3
8183-ONMXC,Female,No,No,No,short,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,>66,<800,Yes,1
8466-PZBLH,Male,No,Yes,Yes,long,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),>66,>2500,No,4
9614-RMGHA,Male,No,Yes,No,long,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),>66,>2500,Yes,2
8735-IJJEG,Male,No,Yes,No,short,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),50~66,<800,No,1
0564-MUUQK,Female,No,Yes,Yes,short,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),>66,800~2500,No,3
5054-IEXZT,Male,No,No,Yes,short,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,>66,<800,Yes,1
5834-ASPWA,Male,No,No,No,short,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,>66,<800,Yes,0
0701-RFGFI,Female,No,Yes,Yes,long,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),>66,>2500,No,2
0019-EFAEP,Female,No,No,No,long,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),>66,>2500,No,4
5619-PTMIK,Female,No,Yes,No,long,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50~66,800~2500,No,1
3737-XBQDD,Male,No,No,No,long,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),>66,800~2500,No,2
5882-CMAZQ,Female,No,Yes,Yes,short,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,<36,<800,No,2
5846-QFDFI,Female,No,Yes,Yes,long,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),>66,>2500,No,3
4445-KWOKW,Female,No,No,No,long,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),50~66,800~2500,No,2
3511-APPBJ,Male,No,No,No,long,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),>66,800~2500,No,4
7967-HYCDE,Male,No,No,No,short,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),>66,<800,No,0
2430-RRYUW,Male,No,No,No,long,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,50~66,>2500,No,2
3948-XHGNA,Male,No,No,No,long,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),36~50,800~2500,Yes,1
3723-BFBGR,Male,Yes,No,No,long,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50~66,800~2500,No,1
0565-IYCGT,Male,No,No,No,long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),>66,>2500,Yes,5
5447-WZAFP,Female,No,No,No,long,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,>66,>2500,No,4
5110-CHOPY,Female,No,No,No,long,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,50~66,>2500,No,4
5445-UTODQ,Female,No,Yes,No,short,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,>66,<800,Yes,1
4425-OWHWB,Female,No,No,No,short,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),<36,<800,No,0
7892-QVYKW,Female,No,Yes,Yes,long,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,>66,800~2500,No,1
9675-ICXCT,Male,No,Yes,Yes,long,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,>66,>2500,No,5
1024-VRZHF,Male,No,Yes,No,short,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,>66,800~2500,Yes,0
4703-MQYKT,Male,No,No,No,long,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,<36,<800,No,0
9497-QCMMS,Male,Yes,No,No,short,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,>66,<800,Yes,2
5692-ICXLW,Male,Yes,No,No,long,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,>66,>2500,No,2
0602-DDUML,Female,No,No,No,long,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,>66,>2500,No,4
2208-MPXIO,Female,No,Yes,Yes,long,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),<36,800~2500,No,0
1960-UYCNN,Male,No,No,No,short,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,>66,800~2500,No,3
0348-SDKOL,Female,No,Yes,No,long,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),>66,>2500,Yes,4
3190-FZATL,Male,No,No,Yes,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,<36,<800,No,0
7336-RLLRH,Male,No,Yes,No,long,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,>66,800~2500,No,4
4373-MAVJG,Female,No,Yes,Yes,short,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),>66,800~2500,Yes,2
8901-HJXTF,Female,No,Yes,Yes,short,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,<36,<800,Yes,1
7710-JSYOA,Female,No,Yes,Yes,long,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),>66,>2500,No,3
5419-KLXBN,Female,No,Yes,Yes,long,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),>66,800~2500,Yes,3
3424-NMNBO,Male,Yes,Yes,No,long,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,>66,>2500,Yes,5
9885-MFVSU,Female,No,Yes,Yes,long,No,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),36~50,800~2500,No,3
4514-GFCFI,Female,Yes,No,No,short,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,>66,800~2500,Yes,1
0607-MVMGC,Male,No,Yes,Yes,long,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),>66,>2500,No,4
3365-SAIGS,Female,No,No,No,short,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,>66,800~2500,No,2
9828-AOQLM,Female,No,Yes,Yes,short,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,36~50,<800,Yes,0
8022-BECSI,Male,No,No,No,long,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,<36,<800,No,0
8000-REIQB,Female,Yes,No,No,short,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,>66,<800,Yes,0
9993-LHIEB,Male,No,Yes,Yes,long,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,>66,>2500,No,4
0266-CLZKZ,Female,No,Yes,Yes,long,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),>66,>2500,No,4
7615-ESMYF,Female,No,Yes,No,short,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,36~50,<800,Yes,2
3858-VOBET,Male,No,No,No,long,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,>66,800~2500,Yes,0
7020-OZKXZ,Female,Yes,No,No,short,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),>66,<800,No,1
3977-QCRSL,Female,No,No,No,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,<36,<800,No,0
0017-DINOC,Male,No,No,No,long,No,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),36~50,800~2500,No,3
1447-PJGGA,Female,No,No,No,long,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,>66,>2500,Yes,3
8565-CLBZW,Male,No,No,No,long,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,>66,800~2500,Yes,2
9139-WQQDY,Female,No,Yes,Yes,long,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,>66,>2500,Yes,3
0224-HJAPT,Male,No,No,No,short,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,36~50,<800,Yes,0
8086-OVPWV,Male,No,No,No,short,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,>66,<800,Yes,1
9430-FRQOC,Female,No,No,Yes,short,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,>66,<800,Yes,2
7639-OPLNG,Male,No,Yes,Yes,long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),>66,>2500,No,5
3074-GQWYX,Male,No,No,No,short,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),>66,<800,Yes,0
1492-QGCLU,Male,No,Yes,Yes,long,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,>66,>2500,No,5
6845-RGTYS,Female,No,Yes,No,long,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,>66,>2500,Yes,4
7328-OWMOM,Female,No,No,Yes,long,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),<36,<800,No,0
4418-LZMSV,Male,No,Yes,Yes,short,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50~66,<800,No,3
5155-AZQPB,Female,No,Yes,Yes,long,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,36~50,800~2500,No,0
8861-HGGKB,Female,No,No,No,short,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,>66,800~2500,Yes,1
1087-GRUYI,Male,No,Yes,No,long,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),<36,<800,No,0
7065-YUNRY,Female,No,No,No,short,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,36~50,<800,Yes,0
7694-VLBWQ,Male,No,Yes,No,long,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,>66,>2500,Yes,4
2546-KZAAT,Male,No,Yes,No,long,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,>66,>2500,No,4
0181-RITDD,Male,No,Yes,Yes,long,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,>66,>2500,No,6
5989-PGKJB,Female,No,No,No,short,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,>66,800~2500,No,2
4795-KTRTH,Female,Yes,Yes,No,short,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,>66,<800,Yes,1
8272-ONJLV,Male,No,No,No,short,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,>66,800~2500,No,3
1488-PBLJN,Female,No,Yes,Yes,long,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),>66,>2500,No,6
0308-GIQJT,Male,Yes,No,No,long,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),>66,>2500,No,4
3778-FOAQW,Female,No,Yes,No,long,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,<36,<800,No,0
4452-ROHMO,Female,No,No,No,short,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,<36,<800,No,0
6481-OGDOO,Male,No,Yes,No,long,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),>66,>2500,Yes,3
3090-LETTY,Male,No,No,Yes,short,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50~66,<800,No,2
5349-AZPEW,Female,No,Yes,Yes,short,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,<36,<800,No,0
3753-TSEMP,Female,No,Yes,No,short,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,>66,800~2500,Yes,2
8305-VHZBZ,Male,No,No,No,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,<36,<800,Yes,0
9720-JJJOR,Male,No,Yes,Yes,long,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),50~66,>2500,No,3
8100-HZZLJ,Female,No,No,Yes,long,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,50~66,>2500,No,3
8775-ERLNB,Male,Yes,Yes,No,short,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,>66,<800,No,0
8309-IEYJD,Female,Yes,No,No,short,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,>66,<800,No,0
9172-JITSM,Female,No,Yes,Yes,long,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,>66,800~2500,Yes,2
6298-QDFNH,Male,No,No,No,long,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,>66,800~2500,Yes,1
7398-HPYZQ,Male,No,Yes,No,long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),>66,>2500,No,6
3546-GHEAE,Male,No,No,No,short,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,<36,<800,No,0
7361-YPXFS,Female,Yes,No,No,long,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50~66,800~2500,No,3
6557-BZXLQ,Male,Yes,No,No,short,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,>66,800~2500,No,0
2550-QHZGP,Male,No,No,No,short,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,<36,<800,No,0
7519-JTWQH,Female,No,No,No,long,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),>66,>2500,No,5
2538-OIMXF,Female,No,No,Yes,short,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,<36,<800,No,0
8543-MSDMF,Male,No,No,No,short,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,>66,<800,No,4
9961-JBNMK,Male,Yes,No,No,long,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),>66,800~2500,Yes,3
1170-SASML,Female,No,Yes,No,long,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),>66,>2500,No,2
4872-JCVCA,Female,No,Yes,No,long,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),36~50,>2500,No,4
5346-BZCHP,Female,No,Yes,Yes,long,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,<36,800~2500,No,0
2038-LLMLM,Female,No,No,No,long,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,>66,>2500,No,4
6173-ITPWD,Male,No,Yes,No,long,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),>66,>2500,Yes,2
9734-UYXQI,Female,No,No,No,short,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,36~50,<800,Yes,0
1216-BGTSP,Male,No,No,No,long,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),>66,>2500,No,5
4138-NAXED,Male,No,No,No,long,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),>66,>2500,No,1
2189-UXTKY,Female,No,Yes,No,long,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,>66,800~2500,Yes,4
0744-BIKKF,Male,No,No,No,long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),>66,>2500,No,6
7483-IQWIB,Male,No,Yes,Yes,long,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,>66,>2500,No,3
5248-KWLAR,Male,No,Yes,Yes,long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,>66,>2500,No,6
4958-GZWIY,Male,No,Yes,Yes,short,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,36~50,<800,Yes,1
7996-MHXLW,Female,No,No,No,long,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),<36,800~2500,No,0
7833-PKIHD,Male,No,Yes,Yes,long,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),>66,>2500,No,4
7061-OVMIM,Female,No,Yes,Yes,long,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),<36,<800,No,0
5153-RTHKF,Female,No,No,No,long,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,>66,>2500,No,1
1852-QSWCD,Male,No,Yes,Yes,long,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,<36,800~2500,No,0
4832-VRBMR,Male,Yes,Yes,No,long,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),>66,>2500,No,4
9079-LWTFD,Male,No,No,No,long,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,>66,>2500,No,4
6356-ELRKD,Female,No,No,No,short,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,>66,<800,Yes,3
8624-GIOUT,Female,No,No,No,long,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),50~66,>2500,Yes,2
3392-EHMNK,Female,No,Yes,Yes,long,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),>66,>2500,No,3
5986-WWXDV,Male,No,No,Yes,long,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),<36,<800,No,0
3061-BCKYI,Male,No,No,No,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,<36,<800,No,0
6179-GJPSO,Female,Yes,No,No,long,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),>66,>2500,Yes,5
7901-TBKJX,Male,Yes,No,No,long,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,>66,>2500,No,3
7228-PAQPD,Female,No,No,No,short,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),50~66,<800,No,2
3177-LASXD,Female,No,No,No,short,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,>66,<800,Yes,0
7746-QYVCO,Male,No,Yes,Yes,short,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,50~66,800~2500,No,2
5804-HYIEZ,Male,No,Yes,Yes,long,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,>66,>2500,No,4
9919-FZDED,Male,Yes,Yes,No,long,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),>66,>2500,No,5
